rank,music,main_artist,year,featuring1,featuring2,photo
9,Cruise,Florida Georgia Line,2013,Nelly,,https://charts-static.billboard.com/img/2012/08/florida-georgia-line-wbf-53x53.jpg
10,Roar,Katy Perry,2013,,,https://charts-static.billboard.com/img/2013/08/katy-perry-l8p-53x53.jpg
11,Locked Out Of Heaven,Bruno Mars,2013,,,https://charts-static.billboard.com/img/2012/10/bruno-mars-va7-53x53.jpg
12,Ho Hey,The Lumineers,2013,,,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-53x53.jpg
13,Stay,Rihanna,2013,Mikky Ekko,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
14,Get Lucky,Daft Punk,2013,Pharrell Williams,,https://charts-static.billboard.com/img/2013/05/daft-punk-rvu-53x53.jpg
15,Royals,Lorde,2013,,,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg
16,I Knew You Were Trouble.,Taylor Swift,2013,,,https://charts-static.billboard.com/img/2012/10/taylor-swift-70p-i-knew-you-were-trouble-oux-53x53.jpg
17,We Can't Stop,Miley Cyrus,2013,,,https://charts-static.billboard.com/img/2013/06/miley-cyrus-clj-53x53.jpg
18,Wrecking Ball,Miley Cyrus,2013,,,https://charts-static.billboard.com/img/2013/09/miley-cyrus-clj-53x53.jpg
19,Wake Me Up!,Avicii,2013,,,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg
20,Suit & Tie,Justin Timberlake,2013,JAY Z,,https://charts-static.billboard.com/img/2013/01/justin-timberlake-bcj-suit-and-tie-zqh-53x53.jpg
21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
22,Holy Grail,Jay Z,2013,Justin Timberlake,,https://charts-static.billboard.com/img/2013/07/jay-z-g81-53x53.jpg
23,Scream & Shout,will.i.am,2013,Britney Spears,,https://charts-static.billboard.com/img/2012/12/william-eaz-53x53.jpg
24,Clarity,Zedd,2013,Foxes,,https://charts-static.billboard.com/img/2012/12/zedd-edd-53x53.jpg
25,Sail,AWOLNATION,2013,,,https://charts-static.billboard.com/img/2011/02/awolnation-wne-53x53.jpg
26,Don't You Worry Child,Swedish House Mafia,2013,John Martin,,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-53x53.jpg
27,Diamonds,Rihanna,2013,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg
28,I Love It,Icona Pop,2013,Charli XCX,,https://charts-static.billboard.com/img/2012/12/icona-pop-46u-53x53.jpg
29,Safe And Sound,Capital Cities,2013,,,https://charts-static.billboard.com/img/2012/12/capital-cities-sqp-53x53.jpg
30,Treasure,Bruno Mars,2013,,,https://charts-static.billboard.com/img/2013/05/bruno-mars-va7-53x53.jpg
31,The Way,Ariana Grande,2013,Mac Miller,,https://charts-static.billboard.com/img/2013/04/ariana-grande-nxo-the-way-9sq-53x53.jpg
32,Started From The Bottom,Drake,2013,,,https://charts-static.billboard.com/img/2013/02/drake-hq6-started-from-the-bottom-m8o-53x53.jpg
33,Come & Get It,Selena Gomez,2013,,,https://charts-static.billboard.com/img/2013/04/selena-gomez-scg-53x53.jpg
34,"Hold On, We're Going Home",Drake,2013,Majid Jordan,,https://charts-static.billboard.com/img/2013/08/drake-hq6-hold-on-were-going-home-v0h-53x53.jpg
35,Daylight,Maroon 5,2013,,,https://charts-static.billboard.com/img/2012/12/maroon-5-9st-53x53.jpg
36,Feel This Moment,Pitbull,2013,Christina Aguilera,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
37,Applause,Lady Gaga,2013,,,https://charts-static.billboard.com/img/2013/08/lady-gaga-lkc-53x53.jpg
38,One More Night,Maroon 5,2013,,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg
39,Love Me,Lil Wayne,2013,Drake,Future,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
40,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,,,https://charts-static.billboard.com/img/2013/02/fall-out-boy-zhw-53x53.jpg
41,F**kin Problems,A$AP Rocky,2013,"Drake, 2 Chainz",Kendrick Lamar,https://charts-static.billboard.com/img/2012/11/aap-rocky-ai8-f**kin-problems-c83-53x53.jpg
42,Beauty And A Beat,Justin Bieber,2013,Nicki Minaj,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
43,Same Love,Macklemore,2013,Ryan Lewis,Mary Lambert,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-th1-53x53.jpg
44,Sweet Nothing,Calvin Harris,2013,Florence Welch,,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-53x53.jpg
45,Summertime Sadness,Lana Del Rey,2013,Cedric Gervais,,https://charts-static.billboard.com/img/2012/02/lana-del-rey-x3j-53x53.jpg
46,Home,Phillip Phillips,2013,,,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg
47,It's Time,Imagine Dragons,2013,,,https://charts-static.billboard.com/img/2012/03/imagine-dragons-wca-53x53.jpg
48,Power Trip,J. Cole,2013,Miguel,,https://charts-static.billboard.com/img/2013/03/j-cole-s1s-53x53.jpg
49,Girl On Fire,Alicia Keys,2013,Nicki Minaj,,https://charts-static.billboard.com/img/2012/09/alicia-keys-xkr-53x53.jpg
50,Heart Attack,Demi Lovato,2013,,,https://charts-static.billboard.com/img/2013/03/demi-lovato-rh9-53x53.jpg
51,Love Somebody,Maroon 5,2013,,,https://charts-static.billboard.com/img/2013/05/maroon-5-9st-53x53.jpg
52,I Will Wait,Mumford,2013,Sons,,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-53x53.jpg
53,Try,P!nk,2013,,,https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg
54,Wagon Wheel,Darius Rucker,2013,,,https://charts-static.billboard.com/img/2013/01/darius-rucker-iex-53x53.jpg
55,Gangnam Style,PSY,2013,,,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg
56,I Need Your Love,Calvin Harris,2013,Ellie Goulding,,https://charts-static.billboard.com/img/2013/01/calvin-harris-s9n-53x53.jpg
57,Die Young,Ke$ha,2013,,,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg
58,Some Nights,fun.,2013,,,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg
59,Bad,Wale,2013,Tiara Thomas Or Rihanna,,https://charts-static.billboard.com/img/2013/02/wale-p1n-53x53.jpg
60,Boys 'round Here,Blake Shelton,2013,Pistol Annies,Friends,https://charts-static.billboard.com/img/2013/04/blake-shelton-m3d-53x53.jpg
61,"Gone, Gone, Gone",Phillip Phillips,2013,,,https://charts-static.billboard.com/img/2012/12/phillip-phillips-1jf-53x53.jpg
62,Demons,Imagine Dragons,2013,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg
63,Counting Stars,OneRepublic,2013,,,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg
64,I Cry,Flo Rida,2013,,,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-53x53.jpg
65,Little Talks,Of Monsters And Men,2013,,,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-03q-little-talks-jig-53x53.jpg
66,The Other Side,Jason Derulo,2013,,,https://charts-static.billboard.com/img/2013/05/jason-derulo-3xq-53x53.jpg
67,Berzerk,Eminem,2013,,,https://charts-static.billboard.com/img/2013/09/eminem-c16-53x53.jpg
68,Catch My Breath,Kelly Clarkson,2013,,,https://charts-static.billboard.com/img/2012/10/kelly-clarkson-tcv-53x53.jpg
69,Crash My Party,Luke Bryan,2013,,,https://charts-static.billboard.com/img/2013/04/luke-bryan-qhx-53x53.jpg
70,Pour It Up,Rihanna,2013,,,https://charts-static.billboard.com/img/2012/12/rihanna-v3t-53x53.jpg
71,22,Taylor Swift,2013,,,https://charts-static.billboard.com/img/2012/11/taylor-swift-70p-22-wom-53x53.jpg
72,I Want Crazy,Hunter Hayes,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
73,The Fox,Ylvis,2013,,,https://charts-static.billboard.com/img/2013/09/ylvis-4y6-53x53.jpg
74,Best Song Ever,One Direction,2013,,,https://charts-static.billboard.com/img/2011/09/one-direction-0i5-53x53.jpg
75,The A Team,Ed Sheeran,2013,,,https://charts-static.billboard.com/img/2012/02/ed-sheeran-buv-the-a-team-lyt-53x53.jpg
76,Carry On,fun.,2013,,,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg
77,Highway Don't Care,Tim McGraw With Taylor Swift,2013,,,https://charts-static.billboard.com/img/2013/02/tim-mcgraw-eb5-53x53.jpg
78,That's My Kind Of Night,Luke Bryan,2013,,,https://charts-static.billboard.com/img/2007/02/luke-bryan-kl4-53x53.jpg
79,Swimming Pools (Drank),Kendrick Lamar,2013,,,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-h1y-53x53.jpg
80,Sure Be Cool If You Did,Blake Shelton,2013,,,https://charts-static.billboard.com/img/2017/02/blake-shelton-53x53.jpg
81,#Beautiful,Mariah Carey,2013,Miguel,,https://charts-static.billboard.com/img/2013/05/mariah-carey-tgq-53x53.jpg
82,Troublemaker,Olly Murs,2013,Flo Rida,,https://charts-static.billboard.com/img/2017/03/olly-murs-53x53.jpg
83,Body Party,Ciara,2013,,,https://charts-static.billboard.com/img/2013/03/ciara-b1v-53x53.jpg
84,Adorn,Miguel,2013,,,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg
85,Hall Of Fame,The Script,2013,will.i.am,,https://charts-static.billboard.com/img/2012/09/the-script-lb9-53x53.jpg
86,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,,,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg
87,U.O.E.N.O.,Rocko,2013,Future,Rick Ross,https://charts-static.billboard.com/img/2013/04/rocko-s0l-53x53.jpg
88,Next To Me,Emeli Sande,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
89,Mama's Broken Heart,Miranda Lambert,2013,,,https://charts-static.billboard.com/img/2011/11/miranda-lambert-miy-53x53.jpg
90,It Goes Like This,Thomas Rhett,2013,,,https://charts-static.billboard.com/img/2013/05/thomas-rhett-r0o-53x53.jpg
91,Bugatti,Ace Hood,2013,Future,Rick Ross,https://charts-static.billboard.com/img/2013/02/ace-hood-jne-bugatti-unn-53x53.jpg
92,Wanted,Hunter Hayes,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
93,Downtown,Lady Antebellum,2013,,,https://charts-static.billboard.com/img/2013/02/lady-antebellum-g3u-53x53.jpg
94,Get Your Shine On,Florida Georgia Line,2013,,,https://charts-static.billboard.com/img/2012/10/florida-georgia-line-wbf-53x53.jpg
95,#thatPOWER,will.i.am,2013,Justin Bieber,,https://charts-static.billboard.com/img/2013/04/william-eaz-53x53.jpg
96,Brave,Sara Bareilles,2013,,,https://charts-static.billboard.com/img/2013/05/sara-bareilles-m95-53x53.jpg
97,Let Her Go,Passenger,2013,,,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg
98,Runnin' Outta Moonlight,Randy Houser,2013,,,https://charts-static.billboard.com/img/2013/02/randy-houser-ilh-53x53.jpg
99,I'm Different,2 Chainz,2013,,,https://charts-static.billboard.com/img/2012/09/2-chainz-8fw-53x53.jpg
100,Still Into You,Paramore,2013,,,https://charts-static.billboard.com/img/2013/04/paramore-teo-53x53.jpg
1,Happy,Pharrell Williams,2014,,,https://charts-static.billboard.com/img/2014/01/pharrell-williams-rbx-53x53.jpg
2,Dark Horse,Katy Perry,2014,Juicy J,,https://charts-static.billboard.com/img/2013/10/katy-perry-04d-53x53.jpg
3,All Of Me,John Legend,2014,,,https://charts-static.billboard.com/img/2013/08/john-legend-xtz-53x53.jpg
4,Fancy,Iggy Azalea,2014,Charli XCX,,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-53x53.jpg
5,Counting Stars,OneRepublic,2014,,,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg
6,Talk Dirty,Jason Derulo,2014,2 Chainz,,https://charts-static.billboard.com/img/2013/11/jason-derulo-3xq-53x53.jpg
7,Rude,MAGIC!,2014,,,https://charts-static.billboard.com/img/2013/12/magic-1-yin-53x53.jpg
8,All About That Bass,Meghan Trainor,2014,,,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg
9,Problem,Ariana Grande,2014,Iggy Azalea,,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-53x53.jpg
10,Stay With Me,Sam Smith,2014,,,https://charts-static.billboard.com/img/2014/04/sam-smith-ik0-stay-with-me-nwg-53x53.jpg
11,Timber,Pitbull,2014,Ke$ha,,https://charts-static.billboard.com/img/2013/10/pitbull-odu-53x53.jpg
12,Pompeii,Bastille,2014,,,https://charts-static.billboard.com/img/2013/03/bastille-p0b-53x53.jpg
13,Shake It Off,Taylor Swift,2014,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg
14,Am I Wrong,Nico,2014,Vinz,,https://charts-static.billboard.com/img/2014/04/nico-vinz-0zf-53x53.jpg
15,Turn Down For What,DJ Snake,2014,Lil Jon,,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-53x53.jpg
16,The Monster,Eminem,2014,Rihanna,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
17,Say Something,A Great Big World,2014,Christina Aguilera,,https://charts-static.billboard.com/img/2013/10/a-great-big-world-b0r-53x53.jpg
18,Team,Lorde,2014,,,https://charts-static.billboard.com/img/2013/09/lorde-gw0-53x53.jpg
19,Let Her Go,Passenger,2014,,,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg
20,Royals,Lorde,2014,,,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg
21,Let It Go,Idina Menzel,2014,,,https://charts-static.billboard.com/img/2013/12/idina-menzel-3hw-53x53.jpg
22,Wake Me Up!,Avicii,2014,,,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg
23,Demons,Imagine Dragons,2014,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg
24,Story Of My Life,One Direction,2014,,,https://charts-static.billboard.com/img/2013/11/one-direction-7ru-53x53.jpg
25,Chandelier,Sia,2014,,,https://charts-static.billboard.com/img/2014/05/sia-kfh-53x53.jpg
26,Black Widow,Iggy Azalea,2014,Rita Ora,,https://charts-static.billboard.com/img/2014/05/iggy-azalea-68u-53x53.jpg
27,Bang Bang,"Jessie J, Ariana Grande",2014,Nicki Minaj,,https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg
28,Latch,Disclosure,2014,Sam Smith,,https://charts-static.billboard.com/img/2013/06/disclosure-g9t-53x53.jpg
29,Maps,Maroon 5,2014,,,https://charts-static.billboard.com/img/2014/06/maroon-5-vhb-53x53.jpg
30,Loyal,Chris Brown,2014,Lil Wayne,French Montana Or Too $hort Or Tyga,https://charts-static.billboard.com/img/2014/01/chris-brown-cte-53x53.jpg
31,Best Day Of My Life,American Authors,2014,,,https://charts-static.billboard.com/img/2017/03/american-authors-53x53.jpg
32,Habits (Stay High),Tove Lo,2014,,,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg
33,Summer,Calvin Harris,2014,,,https://charts-static.billboard.com/img/2014/03/calvin-harris-s9n-53x53.jpg
34,Boom Clap,Charli XCX,2014,,,https://charts-static.billboard.com/img/2014/06/charli-xcx-juq-53x53.jpg
35,Drunk In Love,Beyonce,2014,Jay Z,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
36,Anaconda,Nicki Minaj,2014,,,https://charts-static.billboard.com/img/2009/08/nicki-minaj-thi-53x53.jpg
37,Break Free,Ariana Grande,2014,Zedd,,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-53x53.jpg
38,Bailando,Enrique Iglesias,2014,Descemer Bueno,Gente de Zona,https://charts-static.billboard.com/img/2017/03/enrique-iglesias-53x53.jpg
39,Burn,Ellie Goulding,2014,,,https://charts-static.billboard.com/img/2013/07/ellie-goulding-1mr-53x53.jpg
40,Wiggle,Jason Derulo,2014,Snoop Dogg,,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-wiggle-8yx-53x53.jpg
41,Rather Be,Clean Bandit,2014,Jess Glynne,,https://charts-static.billboard.com/img/2014/02/clean-bandit-ywv-53x53.jpg
42,Don't Tell 'Em,Jeremih,2014,YG,,https://charts-static.billboard.com/img/2014/06/jeremih-684-53x53.jpg
43,Show Me,Kid Ink,2014,Chris Brown,,https://charts-static.billboard.com/img/2013/10/kid-ink-9ar-53x53.jpg
44,Wrecking Ball,Miley Cyrus,2014,,,https://charts-static.billboard.com/img/2013/09/miley-cyrus-clj-53x53.jpg
45,Not A Bad Thing,Justin Timberlake,2014,,,https://charts-static.billboard.com/img/2014/03/justin-timberlake-wmm-53x53.jpg
46,Roar,Katy Perry,2014,,,https://charts-static.billboard.com/img/2013/08/katy-perry-l8p-53x53.jpg
47,Ain't It Fun,Paramore,2014,,,https://charts-static.billboard.com/img/2013/05/paramore-teo-53x53.jpg
48,The Man,Aloe Blacc,2014,,,https://charts-static.billboard.com/img/2013/12/aloe-blacc-sae-53x53.jpg
49,This Is How We Roll,Florida Georgia Line,2014,Luke Bryan,,https://charts-static.billboard.com/img/2013/12/luke-bryan-kl4-53x53.jpg
50,Classic,MKTO,2014,,,https://charts-static.billboard.com/img/2014/01/mkto-0le-53x53.jpg
51,A Sky Full Of Stars,Coldplay,2014,,,https://charts-static.billboard.com/img/2014/05/coldplay-j2u-53x53.jpg
52,Don't,Ed Sheeran,2014,,,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg
53,Na Na,Trey Songz,2014,,,https://charts-static.billboard.com/img/2014/01/trey-songz-kc8-53x53.jpg
54,Hot Boy,Bobby Shmurda,2014,,,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-53x53.jpg
55,"Hold On, We're Going Home",Drake,2014,Majid Jordan,,https://charts-static.billboard.com/img/2013/08/drake-hq6-hold-on-were-going-home-v0h-53x53.jpg
56,Sing,Ed Sheeran,2014,,,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg
57,Radioactive,Imagine Dragons,2014,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-hy6-53x53.jpg
58,My Hitta,YG,2014,Jeezy,Rich Homie Quan,https://charts-static.billboard.com/img/2013/10/yg-fg4-53x53.jpg
59,Cool Kids,Echosmith,2014,,,https://charts-static.billboard.com/img/2014/06/echosmith-fsi-53x53.jpg
60,Hey Brother,Avicii,2014,,,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg
61,Trumpets,Jason Derulo,2014,,,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-53x53.jpg
62,Animals,Maroon 5,2014,,,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-53x53.jpg
63,Burnin' It Down,Jason Aldean,2014,,,https://charts-static.billboard.com/img/2017/05/jason-aldean-53x53.jpg
64,Play It Again,Luke Bryan,2014,,,https://charts-static.billboard.com/img/2007/02/luke-bryan-kl4-53x53.jpg
65,2 On,Tinashe,2014,ScHoolboy Q,,https://charts-static.billboard.com/img/2014/04/tinashe-mpn-53x53.jpg
66,Dirt,Florida Georgia Line,2014,,,https://charts-static.billboard.com/img/2014/07/florida-georgia-line-wbf-53x53.jpg
67,Love Runs Out,OneRepublic,2014,,,https://charts-static.billboard.com/img/2014/05/onerepublic-fpz-53x53.jpg
68,Bottoms Up,Brantley Gilbert,2014,,,https://charts-static.billboard.com/img/2014/01/brantley-gilbert-iis-53x53.jpg
69,Shower,Becky G,2014,,,https://charts-static.billboard.com/img/2014/05/becky-g-owi-53x53.jpg
70,Me And My Broken Heart,Rixton,2014,,,https://charts-static.billboard.com/img/2014/03/rixton-z8y-53x53.jpg
71,Animals,Martin Garrix,2014,,,https://charts-static.billboard.com/img/2013/07/martin-garrix-bo3-53x53.jpg
72,Lifestyle,Rich Gang,2014,Young Thug,Rich Homie Quan,https://charts-static.billboard.com/img/2014/07/young-thug-288-53x53.jpg
73,American Kids,Kenny Chesney,2014,,,https://charts-static.billboard.com/img/2014/07/kenny-chesney-en6-53x53.jpg
74,Brave,Sara Bareilles,2014,,,https://charts-static.billboard.com/img/2013/05/sara-bareilles-m95-53x53.jpg
75,Sweater Weather,The Neighbourhood,2014,,,https://charts-static.billboard.com/img/2012/12/the-neighbourhood-ro9-53x53.jpg
76,Leave The Night On,Sam Hunt,2014,,,https://charts-static.billboard.com/img/2014/06/sam-hunt-2mf-53x53.jpg
77,New Flame,Chris Brown,2014,Usher,Rick Ross,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
78,Love Never Felt So Good,Michael Jackson,2014,Justin Timberlake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
79,Drunk On A Plane,Dierks Bentley,2014,,,https://charts-static.billboard.com/img/2014/04/dierks-bentley-yjg-53x53.jpg
80,Birthday,Katy Perry,2014,,,https://charts-static.billboard.com/img/2014/04/katy-perry-04d-53x53.jpg
81,Bartender,Lady Antebellum,2014,,,https://charts-static.billboard.com/img/2014/05/lady-antebellum-cdm-53x53.jpg
82,La La La,Naughty Boy,2014,Sam Smith,,https://charts-static.billboard.com/img/2013/07/naughty-boy-xj4-53x53.jpg
83,Blurred Lines,Robin Thicke,2014,T.I. + Pharrell,,https://charts-static.billboard.com/img/2013/04/robin-thicke-cu8-53x53.jpg
84,Do What U Want,Lady Gaga,2014,R. Kelly,,https://charts-static.billboard.com/img/2013/11/lady-gaga-lkc-53x53.jpg
85,Can't Remember To Forget You,Shakira,2014,Rihanna,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
86,Amnesia,5 Seconds Of Summer,2014,,,https://charts-static.billboard.com/img/2017/02/5-seconds-of-summer-53x53.jpg
87,No Mediocre,T.I.,2014,Iggy Azalea,,https://charts-static.billboard.com/img/2014/07/ti-e27-53x53.jpg
88,Come With Me Now,KONGOS,2014,,,https://charts-static.billboard.com/img/2014/02/kongos-um1-53x53.jpg
89,Believe Me,Lil Wayne,2014,Drake,,https://charts-static.billboard.com/img/2014/05/lil-wayne-0sn-53x53.jpg
90,23,Mike WiLL Made-It,2014,"Miley Cyrus, Wiz Khalifa",Juicy J,https://charts-static.billboard.com/img/2013/09/mike-will-made-it-roq-53x53.jpg
91,Beachin',Jake Owen,2014,,,https://charts-static.billboard.com/img/2013/11/jake-owen-17q-53x53.jpg
92,White Walls,Macklemore,2014,Ryan Lewis,ScHoolboy Q,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-th1-53x53.jpg
93,She Looks So Perfect,5 Seconds Of Summer,2014,,,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-oh3-53x53.jpg
94,Stay The Night,Zedd,2014,Hayley Williams,,https://charts-static.billboard.com/img/2013/09/zedd-edd-53x53.jpg
95,Partition,Beyonce,2014,,,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg
96,Studio,ScHoolboy Q,2014,BJ The Chicago Kid,,https://charts-static.billboard.com/img/2014/03/schoolboy-q-n3s-53x53.jpg
97,0 To 100 / The Catch Up,Drake,2014,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg
98,I Don't Dance,Lee Brice,2014,,,https://charts-static.billboard.com/img/2014/02/lee-brice-qkz-53x53.jpg
99,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,2014,,,https://charts-static.billboard.com/img/2014/06/miranda-lambert-miy-53x53.jpg
100,Adore You,Miley Cyrus,2014,,,https://charts-static.billboard.com/img/2013/10/miley-cyrus-clj-53x53.jpg
1,Uptown Funk!,Mark Ronson,2015,Bruno Mars,,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-53x53.jpg
2,Thinking Out Loud,Ed Sheeran,2015,,,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg
3,See You Again,Wiz Khalifa,2015,Charlie Puth,,https://charts-static.billboard.com/img/2015/03/wiz-khalifa-b1e-53x53.jpg
4,Trap Queen,Fetty Wap,2015,,,https://charts-static.billboard.com/img/2015/01/fetty-wap-vik-53x53.jpg
5,Sugar,Maroon 5,2015,,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg
6,Shut Up And Dance,WALK THE MOON,2015,,,https://charts-static.billboard.com/img/1840/12/walk-the-moon-mpm-53x53.jpg
7,Blank Space,Taylor Swift,2015,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg
8,Watch Me,Silento,2015,,,https://charts-static.billboard.com/img/2015/03/silento-7d0-53x53.jpg
9,Earned It (Fifty Shades Of Grey),The Weeknd,2015,,,https://charts-static.billboard.com/img/2011/11/the-weeknd-gvx-53x53.jpg
10,The Hills,The Weeknd,2015,,,https://charts-static.billboard.com/img/2011/11/the-weeknd-gvx-53x53.jpg
11,Cheerleader,OMI,2015,,,https://charts-static.billboard.com/img/2015/02/omi-z6g-53x53.jpg
12,Can't Feel My Face,The Weeknd,2015,,,https://charts-static.billboard.com/img/2011/11/the-weeknd-gvx-53x53.jpg
13,Love Me Like You Do,Ellie Goulding,2015,,,https://charts-static.billboard.com/img/2015/01/ellie-goulding-xqm-love-me-like-you-do-871-53x53.jpg
14,Take Me To Church,Hozier,2015,,,https://charts-static.billboard.com/img/2014/04/hozier-hdg-53x53.jpg
15,Bad Blood,Taylor Swift,2015,Kendrick Lamar,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
16,Lean On,Major Lazer,2015,DJ Snake,MO,https://charts-static.billboard.com/img/2015/03/major-lazer-gnw-53x53.jpg
17,Want To Want Me,Jason Derulo,2015,,,https://charts-static.billboard.com/img/2015/03/jason-derulo-3xq-53x53.jpg
18,Shake It Off,Taylor Swift,2015,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg
19,Where Are U Now,Skrillex,2015,Diplo With Justin Bieber,,https://charts-static.billboard.com/img/2015/03/skrillex-m4h-53x53.jpg
20,Fight Song,Rachel Platten,2015,,,https://charts-static.billboard.com/img/2015/03/rachel-platten-lel-53x53.jpg
21,679,Fetty Wap,2015,Remy Boyz,,https://charts-static.billboard.com/img/2015/07/fetty-wap-vik-53x53.jpg
22,Lips Are Movin,Meghan Trainor,2015,,,https://charts-static.billboard.com/img/2014/11/meghan-trainor-oaq-53x53.jpg
23,Worth It,Fifth Harmony,2015,Kid Ink,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
24,Post To Be,Omarion,2015,Chris Brown,Jhene Aiko,https://charts-static.billboard.com/img/2014/11/omarion-3ri-53x53.jpg
25,"Honey, I'm Good.",Andy Grammer,2015,,,https://charts-static.billboard.com/img/2015/02/andy-grammer-oyn-53x53.jpg
26,I'm Not The Only One,Sam Smith,2015,,,https://charts-static.billboard.com/img/2012/11/sam-smith-ik0-53x53.jpg
