rank,music,main_artist,year,featuring1,featuring2,photo,id_music,id_position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,tempo,uri,duration_ms
2,Umbrella,Rihanna,2007,Jay-Z,,https://charts-static.billboard.com/img/2007/04/rihanna-t38-53x53.jpg,49FYlytm3dAAraYgpoJZux,101,0.583,0.829,-4.603,0.134,0.00864,0.0,174.028,spotify:track:49FYlytm3dAAraYgpoJZux,275987.0
3,The Sweet Escape,Gwen Stefani,2007,Akon,,https://charts-static.billboard.com/img/2006/12/gwen-stefani-72d-53x53.jpg,66ZcOcouenzZEnzTJvoFmH,102,0.756,0.77,-3.502,0.0343,0.191,0.0,119.961,spotify:track:66ZcOcouenzZEnzTJvoFmH,246467.0
4,Big Girls Don't Cry,Fergie,2007,,,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,3Q4WeJmzxuDpzMu9QjQqbM,103,0.708,0.641,-4.296,0.0336,0.205,0.0,113.082,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,268120.0
5,Buy U A Drank (Shawty Snappin'),T-Pain,2007,Yung Joc,,https://charts-static.billboard.com/img/2007/02/t-pain-kj8-53x53.jpg,,104,,,,,,,,,
6,Before He Cheats,Carrie Underwood,2007,,,https://charts-static.billboard.com/img/2006/02/carrie-underwood-pka-53x53.jpg,0ZUo4YjG4saFnEJhdWp9Bt,105,0.519,0.749,-3.318,0.0405,0.271,0.0,147.905,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,199947.0
7,Hey There Delilah,Plain White T's,2007,,,https://charts-static.billboard.com/img/2007/03/plain-white-ts-8xj-53x53.jpg,4RCWB3V8V0dignt99LZ8vH,106,0.657,0.291,-10.572,0.0293,0.872,0.0,103.973,spotify:track:4RCWB3V8V0dignt99LZ8vH,232533.0
8,I Wanna Love You,Akon,2007,Snoop Dogg,,https://charts-static.billboard.com/img/2006/09/akon-5il-i-wanna-love-you-g4m-53x53.jpg,4xAk8Lw82G3YoVSOdVAsBx,107,0.866,0.454,-9.383,0.0414,0.0373,1.49e-06,99.985,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,247067.0
9,Say It Right,Nelly Furtado,2007,,,https://charts-static.billboard.com/img/2006/11/nelly-furtado-ezw-53x53.jpg,5AtFypwxB2ShXSxNj12dEd,108,0.871,0.869,-6.308,0.139,0.0409,0.00111,116.951,spotify:track:5AtFypwxB2ShXSxNj12dEd,223080.0
10,Glamorous,Fergie,2007,Ludacris,,https://charts-static.billboard.com/img/2007/01/fergie-8pu-53x53.jpg,4KTtYhxFtFL7mBwnjkKfLm,109,0.81,0.755,-6.408,0.201,0.288,0.0,130.99,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,246573.0
11,Don't Matter,Akon,2007,,,https://charts-static.billboard.com/img/2007/01/akon-5il-53x53.jpg,,110,,,,,,,,,
12,Girlfriend,Avril Lavigne,2007,,,https://charts-static.billboard.com/img/2007/03/avril-lavigne-9qr-53x53.jpg,45hOioMDJktr86iKDHC8gr,111,0.56,0.959,-2.433,0.102,0.000738,0.000206,163.983,spotify:track:45hOioMDJktr86iKDHC8gr,216600.0
13,Makes Me Wonder,Maroon 5,2007,,,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-53x53.jpg,1lHXlGlve5Zx8tXLhyjDwM,112,0.803,0.851,-2.429,0.0357,0.00485,0.000358,113.996,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,211080.0
14,Party Like A Rockstar,Shop Boyz,2007,,,https://charts-static.billboard.com/img/2007/03/shop-boyz-8yf-53x53.jpg,07SajbxT3mMTKhbkGjVMBW,113,0.656,0.92,-4.133,0.0441,0.00495,0.00633,150.068,spotify:track:07SajbxT3mMTKhbkGjVMBW,214640.0
15,Smack That,Akon,2007,Eminem,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2kQuhkFX7uSVepCD3h29g5,114,0.939,0.742,-5.171,0.0467,0.321,0.0,118.978,spotify:track:2kQuhkFX7uSVepCD3h29g5,212360.0
16,This Is Why I'm Hot,Mims,2007,,,https://charts-static.billboard.com/img/2006/09/mims-wnl-53x53.jpg,,115,,,,,,,,,
17,It's Not Over,Daughtry,2007,,,https://charts-static.billboard.com/img/1840/12/daughtry-c5r-53x53.jpg,234RqTZmnDTnxWlVciXHLD,116,0.428,0.919,-3.245,0.0618,0.0503,0.0,145.927,spotify:track:234RqTZmnDTnxWlVciXHLD,214831.0
18,The Way I Are,Timbaland,2007,Keri Hilson,,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,2bLqfJjuC5syrsgDsZfGmn,117,0.731,0.807,-6.492,0.1,0.181,0.751,114.759,spotify:track:2bLqfJjuC5syrsgDsZfGmn,179120.0
19,Fergalicious,Fergie,2007,,,https://charts-static.billboard.com/img/2006/10/fergie-8pu-53x53.jpg,1D066zixBwqFYqBhKgdPzp,118,0.906,0.584,-7.72,0.316,0.0576,0.0,129.055,spotify:track:1D066zixBwqFYqBhKgdPzp,292373.0
20,Crank That (Soulja Boy),Soulja Boy Tell'em,2007,,,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,,119,,,,,,,,,
21,Give It To Me,Timbaland,2007,Nelly Furtado,Justin Timberlake,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,0wbDgMuAoy7O7pL3a69uZx,120,0.975,0.711,-3.904,0.0632,0.168,0.000552,110.621,spotify:track:0wbDgMuAoy7O7pL3a69uZx,234027.0
22,What Goes Around...Comes Around,Justin Timberlake,2007,,,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,0R03f3Axt495bkgGhivLEe,121,0.717,0.7,-5.155,0.0624,0.153,0.000462,75.979,spotify:track:0R03f3Axt495bkgGhivLEe,313133.0
23,Cupid's Chokehold/Breakfast In America,Gym Class Heroes,2007,Patrick Stump,,https://charts-static.billboard.com/img/2006/12/gym-class-heroes-w0q-53x53.jpg,,122,,,,,,,,,
24,How To Save A Life,The Fray,2007,,,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,50FcngS8mGjEttXk6G2xkh,123,0.637,0.734,-4.038,0.0384,0.282,0.0,122.028,spotify:track:50FcngS8mGjEttXk6G2xkh,264213.0
25,Home,Daughtry,2007,,,https://charts-static.billboard.com/img/2007/03/daughtry-uco-53x53.jpg,,124,,,,,,,,,
26,My Love,Justin Timberlake,2007,T.I.,,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,4NeOWqHmlrGRuBvsLJC9rL,125,0.772,0.68,-5.881,0.224,0.277,1.17e-05,119.953,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,276160.0
27,Stronger,Kanye West,2007,,,https://charts-static.billboard.com/img/2003/03/kanye-west-nwz-53x53.jpg,4fzsfWzRhPawzqhX8Qt9F3,126,0.617,0.717,-7.858,0.153,0.00564,0.0,103.992,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,311867.0
28,We Fly High,Jim Jones,2007,,,https://charts-static.billboard.com/img/2006/08/jim-jones-bmq-53x53.jpg,5rXkgeY6rpcHcsolCpXZHR,127,0.685,0.8,-6.564,0.298,0.0847,0.0,120.226,spotify:track:5rXkgeY6rpcHcsolCpXZHR,236080.0
29,U + Ur Hand,P!nk,2007,,,https://charts-static.billboard.com/img/2006/10/pnk-u9h-u-ur-hand-rcv-53x53.jpg,,128,,,,,,,,,
30,Walk It Out,Unk,2007,,,https://charts-static.billboard.com/img/2006/07/unk-q7p-53x53.jpg,6lSylu4qTmLBGQB1zp5oCi,129,0.794,0.777,-3.696,0.0813,0.0982,0.0,160.022,spotify:track:6lSylu4qTmLBGQB1zp5oCi,173040.0
31,Beautiful Girls,Sean Kingston,2007,,,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-53x53.jpg,1hGy2eLcmC8eKx7qr1tOqx,130,0.762,0.661,-6.075,0.0687,0.15,0.0,130.009,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,225373.0
32,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2007,,,https://charts-static.billboard.com/img/2006/12/fall-out-boy-zhw-53x53.jpg,1oagRT7LfpVlNJN6FSZDGp,131,0.435,0.887,-4.07,0.0636,0.000747,0.0,199.935,spotify:track:1oagRT7LfpVlNJN6FSZDGp,212040.0
33,Bartender,T-Pain,2007,Akon,,https://charts-static.billboard.com/img/2007/05/t-pain-kj8-53x53.jpg,5kxddRG1RZaZROadk7iC4D,132,0.675,0.394,-8.539,0.133,0.0611,0.0,104.987,spotify:track:5kxddRG1RZaZROadk7iC4D,238800.0
34,"Pop, Lock & Drop It",Huey,2007,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,6DbqCKweKwVkHgRv1CI53D,133,0.723,0.644,-6.863,0.222,0.00308,0.0,144.09,spotify:track:6DbqCKweKwVkHgRv1CI53D,261027.0
35,Runaway Love,Ludacris,2007,Mary J. Blige,,https://charts-static.billboard.com/img/2006/11/ludacris-5cn-53x53.jpg,3QnEp4rluCxUwgpXT43jmC,134,0.405,0.721,-6.97,0.284,0.329,0.0,92.855,spotify:track:3QnEp4rluCxUwgpXT43jmC,280680.0
36,Rockstar,Nickelback,2007,,,https://charts-static.billboard.com/img/2006/07/nickelback-v3l-rockstar-ejn-53x53.jpg,6n9yCXvLhnYMgJIiIcMu7D,135,0.616,0.91,-3.004,0.0386,0.0459,0.0,144.073,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,252040.0
37,Thnks Fr Th Mmrs,Fall Out Boy,2007,,,https://charts-static.billboard.com/img/2007/04/fall-out-boy-zhw-53x53.jpg,,136,,,,,,,,,
38,What I've Done,Linkin Park,2007,,,https://charts-static.billboard.com/img/2007/04/linkin-park-brd-53x53.jpg,18lR4BzEs7e3qzc0KVkTpU,137,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,120.119,spotify:track:18lR4BzEs7e3qzc0KVkTpU,205613.0
39,Summer Love,Justin Timberlake,2007,,,https://charts-static.billboard.com/img/2007/04/justin-timberlake-wmm-53x53.jpg,1MBM7CyZbwJpVbbZJnHHRg,138,0.606,0.591,-7.228,0.087,0.0756,0.0,95.802,spotify:track:1MBM7CyZbwJpVbbZJnHHRg,252973.0
40,You,Lloyd,2007,Lil Wayne,,https://charts-static.billboard.com/img/2006/06/lloyd-a2k-53x53.jpg,,139,,,,,,,,,
41,Wait For You,Elliott Yamin,2007,,,https://charts-static.billboard.com/img/2007/03/elliott-yamin-gw6-53x53.jpg,,140,,,,,,,,,
42,Last Night,Diddy,2007,Keyshia Cole,,https://charts-static.billboard.com/img/2006/10/puff-daddy-rb6-53x53.jpg,,141,,,,,,,,,
43,Make It Rain,Fat Joe,2007,Lil Wayne,,https://charts-static.billboard.com/img/2006/09/fat-joe-02a-53x53.jpg,4JPCdSaqs9dJd7RatFSHww,142,0.744,0.697,-5.063,0.197,0.0106,0.0,149.28,spotify:track:4JPCdSaqs9dJd7RatFSHww,247413.0
44,Make Me Better,Fabolous,2007,Ne-Yo,,https://charts-static.billboard.com/img/2007/04/fabolous-3lg-53x53.jpg,0YkJU6TjjwzsVXUPRIO0DB,143,0.607,0.599,-6.886,0.0995,0.33,0.0,86.491,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,253573.0
45,Ice Box,Omarion,2007,,,https://charts-static.billboard.com/img/2006/11/omarion-3ri-53x53.jpg,5qhlC4Rzals34zxovrPzKp,144,0.775,0.731,-5.446,0.134,0.189,0.0,131.105,spotify:track:5qhlC4Rzals34zxovrPzKp,256427.0
46,Lips Of An Angel,Hinder,2007,,,https://charts-static.billboard.com/img/2006/04/hinder-iwo-53x53.jpg,40LQiUUUKXVGyNs09lHVjW,145,0.476,0.736,-5.38,0.0343,0.0217,1.08e-06,129.084,spotify:track:40LQiUUUKXVGyNs09lHVjW,261853.0
47,Waiting On The World To Change,John Mayer,2007,,,https://charts-static.billboard.com/img/2017/05/john-mayer-53x53.jpg,,146,,,,,,,,,
48,Lost Without U,Robin Thicke,2007,,,https://charts-static.billboard.com/img/1840/12/robin-thicke-wzg-53x53.jpg,4V2F0DZrAXOWq9hkwMMG3x,147,0.664,0.351,-12.136,0.118,0.226,2.38e-06,113.204,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,254147.0
49,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I.,2007,T-Pain),,https://charts-static.billboard.com/img/2007/01/bow-wow-ywr-53x53.jpg,,148,,,,,,,,,
50,If Everyone Cared,Nickelback,2007,,,https://charts-static.billboard.com/img/2007/01/nickelback-5lu-53x53.jpg,44w63XqGr3sATAzOnOySgF,149,0.522,0.874,-4.392,0.0362,0.000273,0.00579,132.018,spotify:track:44w63XqGr3sATAzOnOySgF,215106.0
51,Get It Shawty,Lloyd,2007,,,https://charts-static.billboard.com/img/2007/03/lloyd-a2k-53x53.jpg,2a03afRiyAbNAleOByVju4,150,0.822,0.905,-4.032,0.241,0.123,0.0,128.014,spotify:track:2a03afRiyAbNAleOByVju4,209533.0
52,Face Down,The Red Jumpsuit Apparatus,2007,,,https://charts-static.billboard.com/img/2006/07/the-red-jumpsuit-apparatus-1si-53x53.jpg,4wzjNqjKAKDU82e8uMhzmr,151,0.545,0.932,-2.189,0.0399,0.000665,0.0,92.956,spotify:track:4wzjNqjKAKDU82e8uMhzmr,192000.0
53,The Way I Live,Baby Boy Da Prince,2007,Lil Boosie,,https://charts-static.billboard.com/img/2006/09/baby-boy-da-prince-qu5-53x53.jpg,68Zq7PMcPIQE8ol1x3gAqw,152,0.88,0.438,-7.562,0.248,0.0147,0.0,90.02,spotify:track:68Zq7PMcPIQE8ol1x3gAqw,324907.0
54,Shortie Like Mine,Bow Wow,2007,Chris Brown,Johnta Austin,https://charts-static.billboard.com/img/2006/09/bow-wow-ywr-53x53.jpg,6oUGAx0vkBcnGzYkvw0ZsA,153,0.758,0.642,-8.128,0.221,0.0745,0.0,142.078,spotify:track:6oUGAx0vkBcnGzYkvw0ZsA,268067.0
55,It Ends Tonight,The All-American Rejects,2007,,,https://charts-static.billboard.com/img/2006/09/the-all-american-rejects-yky-53x53.jpg,1FMHNVeJ9s1x1l1WlaRs2I,154,0.454,0.636,-4.731,0.0273,0.00228,0.0,87.89,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,244827.0
56,A Bay Bay,Hurricane Chris,2007,,,https://charts-static.billboard.com/img/2007/04/hurricane-chris-n06-53x53.jpg,6MnFB3qurhmGs1xdjrz5Bg,155,0.577,0.668,-4.884,0.514,0.105,0.0,60.709,spotify:track:6MnFB3qurhmGs1xdjrz5Bg,257120.0
57,Because Of You,Ne-Yo,2007,,,https://charts-static.billboard.com/img/2007/02/ne-yo-9u2-53x53.jpg,6CFPFnS9EcLs2I0nWqtWci,156,0.81,0.538,-5.784,0.0356,0.528,0.0,109.97,spotify:track:6CFPFnS9EcLs2I0nWqtWci,266840.0
58,I Tried,Bone Thugs-N-Harmony,2007,Akon,,https://charts-static.billboard.com/img/2007/03/bone-thugs-n-harmony-897-53x53.jpg,2elA6JLRaQ6iB7hxiuTKN4,157,0.727,0.71,-6.142,0.0742,0.0104,0.0,81.995,spotify:track:2elA6JLRaQ6iB7hxiuTKN4,287480.0
59,Welcome To The Black Parade,My Chemical Romance,2007,,,https://charts-static.billboard.com/img/2006/09/my-chemical-romance-1es-53x53.jpg,,158,,,,,,,,,
60,Shawty,Plies,2007,T-Pain,,https://charts-static.billboard.com/img/2007/04/plies-yvr-53x53.jpg,0mYoKqA23wUUj7BTEgNzjg,159,0.444,0.708,-5.926,0.126,0.0419,0.0,105.412,spotify:track:0mYoKqA23wUUj7BTEgNzjg,255413.0
61,Chasing Cars,Snow Patrol,2007,,,https://charts-static.billboard.com/img/1840/12/snow-patrol-45e-53x53.jpg,11bD1JtSjlIgKgZG2134DZ,160,0.563,0.592,-4.571,0.0276,0.209,5.08e-05,104.016,spotify:track:11bD1JtSjlIgKgZG2134DZ,267933.0
62,Beautiful Liar,Beyonce,2007,Shakira,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2HWWNoWEEEECwZhAiLg7ib,161,0.764,0.751,-3.74,0.0703,0.00554,0.000237,91.977,spotify:track:2HWWNoWEEEECwZhAiLg7ib,199853.0
63,SexyBack,Justin Timberlake,2007,,,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-53x53.jpg,0O45fw2L5vsWpdsOdXwNAR,162,0.967,0.583,-5.562,0.0789,0.0584,0.0,117.0,spotify:track:0O45fw2L5vsWpdsOdXwNAR,242733.0
64,Keep Holding On,Avril Lavigne,2007,,,https://charts-static.billboard.com/img/2002/04/avril-lavigne-517-53x53.jpg,4UPcXTh26ilb7owtuyHqNI,163,0.274,0.786,-2.354,0.0333,0.0374,0.0,161.061,spotify:track:4UPcXTh26ilb7owtuyHqNI,239907.0
65,Let It Go,Keyshia Cole,2007,Missy Elliott,Lil Kim,https://charts-static.billboard.com/img/2007/06/keyshia-cole-3ov-53x53.jpg,2RqZFOLOnzVmHUX7ZMcaES,164,0.806,0.721,-5.167,0.215,0.197,0.0,94.967,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,238333.0
66,Apologize,Timbaland,2007,OneRepublic,,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,6ucR4KfvsBFWCMVFDvyKKl,165,0.653,0.604,-6.017,0.0278,0.0292,0.0,118.016,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,184400.0
67,Bubbly,Colbie Caillat,2007,,,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,0rFOs9paloAvEtzwDX1Kmc,166,0.697,0.474,-6.663,0.0351,0.603,0.0,127.907,spotify:track:0rFOs9paloAvEtzwDX1Kmc,196280.0
68,Like A Boy,Ciara,2007,,,https://charts-static.billboard.com/img/2007/03/ciara-b1v-53x53.jpg,,167,,,,,,,,,
69,Who Knew,P!nk,2007,,,https://charts-static.billboard.com/img/2006/07/pnk-u9h-who-knew-dsd-53x53.jpg,7uYl7xgDeAOHP98obvrJvB,168,0.688,0.733,-4.569,0.0274,0.00462,0.0,140.004,spotify:track:7uYl7xgDeAOHP98obvrJvB,208493.0
70,Never Again,Kelly Clarkson,2007,,,https://charts-static.billboard.com/img/2007/04/kelly-clarkson-tcv-53x53.jpg,,169,,,,,,,,,
71,Promise,Ciara,2007,,,https://charts-static.billboard.com/img/2006/10/ciara-b1v-53x53.jpg,,170,,,,,,,,,
72,Bed,J. Holiday,2007,,,https://charts-static.billboard.com/img/2007/06/j-holiday-enm-53x53.jpg,6TlRNJaezOdzdECnQeRuMM,171,0.684,0.606,-7.268,0.0504,0.17,0.0,127.901,spotify:track:6TlRNJaezOdzdECnQeRuMM,275107.0
73,Throw Some D's,Rich Boy,2007,Polow Da Don,,https://charts-static.billboard.com/img/2006/09/rich-boy-d22-53x53.jpg,6SmPPtaMnfxgz5duA6t9Cu,172,0.698,0.86,-5.181,0.429,0.0368,0.0,160.904,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,263920.0
74,Rehab,Amy Winehouse,2007,,,https://charts-static.billboard.com/img/2007/03/amy-winehouse-rus-53x53.jpg,1L5tZi0izXsi5Kk5OJf4W0,173,0.434,0.872,-2.974,0.0702,0.0473,1.83e-06,71.515,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,213760.0
75,Big Things Poppin' (Do It),T.I.,2007,,,https://charts-static.billboard.com/img/2007/04/ti-e27-53x53.jpg,,174,,,,,,,,,
76,No One,Alicia Keys,2007,,,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,6IwKcFdiRQZOWeYNhUiWIv,175,0.644,0.548,-5.416,0.0286,0.0209,8.68e-06,90.042,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,253813.0
77,The Great Escape,Boys Like Girls,2007,,,https://charts-static.billboard.com/img/2007/05/boys-like-girls-9nc-53x53.jpg,6GIrIt2M39wEGwjCQjGChX,176,0.423,0.94,-4.012,0.0635,0.00166,0.0,149.934,spotify:track:6GIrIt2M39wEGwjCQjGChX,206520.0
78,2 Step,Unk,2007,,,https://charts-static.billboard.com/img/2007/01/unk-q7p-53x53.jpg,34vVztCAeKpPtzYfGHQjiV,177,0.721,0.72,-6.145,0.192,0.0564,0.0,76.976,spotify:track:34vVztCAeKpPtzYfGHQjiV,322933.0
79,Walk Away (Remember Me),Paula DeAnda,2007,The DEY,,https://charts-static.billboard.com/img/2006/09/paula-deanda-vy1-53x53.jpg,,178,,,,,,,,,
80,Go Getta,Young Jeezy,2007,R. Kelly,,https://charts-static.billboard.com/img/2006/12/jeezy-g79-53x53.jpg,,179,,,,,,,,,
81,Here (In Your Arms),Hellogoodbye,2007,,,https://charts-static.billboard.com/img/2006/09/hellogoodbye-92u-53x53.jpg,,180,,,,,,,,,
82,On The Hotline,Pretty Ricky,2007,,,https://charts-static.billboard.com/img/2006/11/pretty-ricky-ail-53x53.jpg,,181,,,,,,,,,
83,Wind It Up,Gwen Stefani,2007,,,https://charts-static.billboard.com/img/2006/11/gwen-stefani-72d-53x53.jpg,1GeECVH4Msg1zLm8DExkbH,182,0.961,0.9,-6.874,0.0678,0.309,0.000199,120.006,spotify:track:1GeECVH4Msg1zLm8DExkbH,189587.0
84,Cyclone,Baby Bash,2007,T-Pain,,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,0x1LCpY9Rgeq97VPajm81B,183,0.644,0.725,-4.622,0.0701,0.0112,0.0,77.977,spotify:track:0x1LCpY9Rgeq97VPajm81B,222053.0
85,Break It Off,Rihanna,2007,Sean Paul,,https://charts-static.billboard.com/img/2006/11/rihanna-t38-53x53.jpg,4PgtB6Sul8WDTRZCe5e8St,184,0.897,0.738,-5.314,0.228,0.0166,0.0,133.966,spotify:track:4PgtB6Sul8WDTRZCe5e8St,213373.0
86,First Time,Lifehouse,2007,,,https://charts-static.billboard.com/img/2007/05/lifehouse-ekp-53x53.jpg,,185,,,,,,,,,
87,Ayo Technology,50 Cent,2007,Justin Timberlake,Timbaland,https://charts-static.billboard.com/img/2007/08/50-cent-9ay-53x53.jpg,36Hwcla06Q5BCr59CL0sBp,186,0.63,0.782,-5.44,0.132,0.0828,0.0,140.144,spotify:track:36Hwcla06Q5BCr59CL0sBp,247947.0
88,Outta My System,Bow Wow,2007,T-Pain,Johnta Austin,https://charts-static.billboard.com/img/2007/02/bow-wow-ywr-53x53.jpg,3LGeYNY9aWQuBJovOOowqm,187,0.772,0.59,-6.957,0.183,0.0917,0.0,83.998,spotify:track:3LGeYNY9aWQuBJovOOowqm,238267.0
89,Teardrops On My Guitar,Taylor Swift,2007,,,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,7snx7w5WZLHovS0xC45ZfP,188,0.626,0.44,-6.942,0.0232,0.331,0.0,99.962,spotify:track:7snx7w5WZLHovS0xC45ZfP,204707.0
90,Shut Up And Drive,Rihanna,2007,,,https://charts-static.billboard.com/img/2007/06/rihanna-t38-shut-up-and-drive-oe8-53x53.jpg,4Tn2llBm1g0UlWctmgPL8Z,189,0.735,0.826,-4.902,0.0349,0.00101,0.129,132.964,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,212280.0
91,Snow ((Hey Oh)),Red Hot Chili Peppers,2007,,,https://charts-static.billboard.com/img/1984/09/red-hot-chili-peppers-v42-53x53.jpg,,190,,,,,,,,,
92,Money Maker,Ludacris,2007,Pharrell,,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-53x53.jpg,2JpUkUR0OsOlUUfm6iS8ic,191,0.464,0.598,-6.79,0.27,0.149,0.0,79.732,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,230613.0
93,Kiss Kiss,Chris Brown,2007,T-Pain,,https://charts-static.billboard.com/img/2007/08/chris-brown-abf-53x53.jpg,,192,,,,,,,,,
94,Far Away,Nickelback,2007,,,https://charts-static.billboard.com/img/2006/01/nickelback-5lu-53x53.jpg,0ADZ5dmXhlfzjMw6lefoPl,193,0.518,0.797,-5.153,0.0309,0.000696,0.0,132.915,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,238173.0
95,Rock Yo Hips,Crime Mob,2007,Lil Scrappy,,https://charts-static.billboard.com/img/2006/10/crime-mob-o59-53x53.jpg,76dZuMVXjIyLPRLv00skGd,194,0.847,0.667,-5.7,0.17,0.0869,0.0,77.492,spotify:track:76dZuMVXjIyLPRLv00skGd,226547.0
96,LoveStoned,Justin Timberlake,2007,,,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,5iyE2d4U3Vc5cqY9mPTlpy,195,0.859,0.681,-6.247,0.0549,0.34,0.000161,121.243,spotify:track:5iyE2d4U3Vc5cqY9mPTlpy,444333.0
97,Better Than Me,Hinder,2007,,,https://charts-static.billboard.com/img/2007/02/hinder-iwo-53x53.jpg,10fddGyyeUquZZ2uPTjD7P,196,0.449,0.682,-5.295,0.029,0.205,0.0,139.924,spotify:track:10fddGyyeUquZZ2uPTjD7P,223533.0
98,Paralyzer,Finger Eleven,2007,,,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,28IEbk5a7twNTbUEvWslUb,197,0.644,0.939,-3.486,0.0456,0.157,0.0,106.031,spotify:track:28IEbk5a7twNTbUEvWslUb,208107.0
99,That's That,Snoop Dogg,2007,R. Kelly,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,198,,,,,,,,,
100,Same Girl,R. Kelly Duet With Usher,2007,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,199,,,,,,,,,
1,Low,Flo Rida,2008,T-Pain,,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,0CAfXk7DXMnon4gLudAp7J,200,0.918,0.609,-5.64,0.0791,0.0928,0.0,128.008,spotify:track:0CAfXk7DXMnon4gLudAp7J,231400.0
2,Bleeding Love,Leona Lewis,2008,,,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,7wZUrN8oemZfsEd1CGkbXE,201,0.638,0.656,-5.886,0.0357,0.188,0.0,104.036,spotify:track:7wZUrN8oemZfsEd1CGkbXE,262467.0
3,No One,Alicia Keys,2008,,,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,6IwKcFdiRQZOWeYNhUiWIv,202,0.644,0.548,-5.416,0.0286,0.0209,8.68e-06,90.042,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,253813.0
4,Lollipop,Lil Wayne,2008,Static Major,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,4P7VFiaZb3xrXoqGwZXC3J,203,0.829,0.428,-9.469,0.083,0.055,0.00423,148.077,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,299333.0
5,Apologize,Timbaland,2008,OneRepublic,,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,6ucR4KfvsBFWCMVFDvyKKl,204,0.653,0.604,-6.017,0.0278,0.0292,0.0,118.016,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,184400.0
6,No Air,Jordin Sparks Duet With Chris Brown,2008,,,https://charts-static.billboard.com/img/2007/12/jordin-sparks-v2k-no-air-ed4-53x53.jpg,,205,,,,,,,,,
